DATE,VEHICLE NO,CENTER NAME,INV NO,PARTY NAME,ITEM,BOX,NET,ICE/WATER,PAY WEIGHT,RATE,AMOUNT
2024-02-10,MH46BB9585,ALIBAG,3458,VARAD VINAYAK,NET MIX FISH,50,2900,190,2198,17.86,45100
2024-11-02,MH47AS8678,UTTAN,3459,JANVI SEA FOODS,MIX FISH,6,329,17,276,21.1,7932
2025-06-08,MH43BP4644,BIGVAN,3460,SADGURU SEA FOODS,BANGDA,22,1524,228,1109,14.86,17324
2025-08-04,MH43CA6444,VASAI,3461,IMRAN SEA FOOD,DOMA MIX FISH,96,4320,344,4057,17.37,64107
2024-02-02,MH42BP8377,TALOJA,3462,VARAD VINAYAK,PRAWN HEAD AND SHEL,0,8074,917,8886,2.11,16799
2024-05-22,MH46BB9585,ALIBAG,3463,JANVI SEA FOODS,MIX FISH,79,5120,272,5082,19.34,87616
2024-07-14,MH46BB9585,KASARA,3464,NAGESHWAR FISHERIES,NET FISH,136,5044,245,4639,26.51,167205
2024-10-13,MH43CL9310,DHULAI,3465,IMRAN SEA FOOD,MANDELI MIX FISH,27,1793,119,1406,22.24,29259
2025-02-15,MH46BB9585,TALOJA,3466,VARAD VINAYAK,PRAWN HEAD AND SHEL,47,1467,70,1717,1.91,4063
2025-01-10,MH05DK6520,UTTAN,3467,JANVI SEA FOODS,MIX FISH,44,2647,174,1844,14.44,32347
2025-01-11,MH04FU2882,TALOJA,3468,VARAD VINAYAK,CHILAPI,26,1717,67,1650,14.91,27626
2025-10-09,MH43BP4644,TALOJA,3469,MG SEA FOODS,NET DISCO,21,1234,54,1146,22.73,24732
2025-02-18,MH46BB9585,ALIBAG,3470,JANVI SEA FOODS,DAMAGE MIX FISH,56,2837,204,3045,16.72,46716
2025-01-05,MH46CL9310,TALOJA,3471,JANVI SEA FOODS,PRAWN HEAD AND SHEL,35,1111,81,851,1.91,1631
2024-05-02,MH01EE9329,ALIBAG,3472,SADGURU SEA FOODS,RIBBAN,7,118,13,154,16.49,2452
2024-09-17,MH46BM0698,TALOJA,3473,SADGURU SEA FOODS,MIF FISH,3,147,34,149,12.69,1520
2025-04-08,MH43CK6444,KASARA,3474,HEMANT KOLI,MIX FISH,14,772,37,635,23.21,14267
2024-08-04,MH43BP4464,DHULAI,3475,DATTA GHULE,MIX FISH,50,2087,182,2155,15.99,25836
2024-03-21,MH46BB9585,ALIBAG,3476,VARAD VINAYAK,NET MIX FISH,37,2447,159,2241,24.39,43667
2024-01-13,MH48DC1805,BIGVAN,3477,SADGURU SEA FOODS,TENGADA,4,184,17,164,12.46,2490
2024-01-06,MH46AF8868,UTTAN,3478,SADGURU SEA FOODS,DOMA MIX FISH,73,3527,301,2680,20.13,45104
2025-02-24,MH01EE9329,DHULAI,3479,NAGESHWAR FISHERIES,MUNDI,10,553,40,538,7.56,4196
2025-09-25,MH04FU2882,TALOJA,3480,MADAN SEA FOODS,RIBBAN,26,2321,84,2056,15.19,28154
2025-08-26,MH46CL9310,VASAI,3481,VARAD VINAYAK,BANGDA,13,468,32,425,17.09,9632
2024-02-06,MH46CL9310,TALOJA,3482,VARAD VINAYAK,PRAWN HEAD AND SHEL,0,4052,361,3411,1.82,6684
2025-09-22,MH01CV1053,ALIBAG,3483,MG SEA FOODS,NET FISH,91,5165,417,5241,25.92,127428
2025-06-14,MH16B0576,TALOJA,3484,VARAD VINAYAK,PRAWN HEAD AND SHEL,40,1612,378,1182,1.94,2456
2025-03-18,DD01G9748,ALIBAG,3485,SADGURU SEA FOODS,TAINY MIX,LOOSE,942,118,1008,17.16,16601
2025-04-18,MH46BB9447,ALIBAG,3486,DK KULAT,MANDELI TINY MIX,76,4462,89,3280,16.74,68885
2025-12-17,MH46CL9310,TALOJA,3487,IMRAN SEA FOOD,PRAWN HEAD AND SHEL,32,1038,70,1184,2.19,1757
2025-12-05,MH43CM6444,ALIBAG,3488,NAGESHWAR FISHERIES,MIX FISH,0,5389,277,5094,16.38,86517
2025-06-09,MH46AF8868,ALIBAG,3489,SADGURU SEA FOODS,MIX FISH,LOOSE,1526,123,1504,16.4,26167
2024-08-02,MH42BP8377,BIGVAN,3490,NAGESHWAR FISHERIES,CHILAPI,LOOSE,4050,429,3814,15.45,70275
2024-05-25,MH46AF8868,TALOJA,3491,JANVI SEA FOODS,TAINY MIX,36,1305,125,1457,18.26,29047
2024-02-23,MH43CL9310,TALOJA,3492,NAGESHWAR FISHERIES,NET BANGDI,LOOSE,3675,228,2961,25.22,88516
2024-03-25,MH43CA6444,KASARA,3493,HEMANT KOLI,SMALL TENGADA,197,10425,424,9433,13.61,137014
2024-03-18,MH01CV8383,MADH,3494,SADGURU SEA FOODS,NET HEKARU,5,295,21,262,17.47,3396
2024-07-24,MH43CA6444,ALIBAG,3495,NAGESHWAR FISHERIES,MANDELI TINY MIX,14,662,40,533,1.87,1194
2025-12-24,MH16B0576,TALOJA,3496,NAGESHWAR FISHERIES,PRAWN HEAD AND SHEL,39,1318,350,1005,2.18,2531
2024-09-10,MH46AF8868,ALIBAG,3497,AYAZ SEA FOOD,BANGDA CHILAPI MIX,75,3310,400,2994,18.38,59753
2025-07-22,MH46BM0698,ALIBAG,3498,JANVI SEA FOODS,NET FISH,132,5836,197,6795,23.1,162865
2024-10-13,DD01G9748,VASHI,3499,SADGURU SEA FOODS,CHILAPI,27,1052,117,866,15.55,13364
2024-08-14,MH46BB9585,ALIBAG,3500,JAY BALA JI,MIX FISH,76,5369,364,4443,17.6,91736
2024-09-04,MH46BM1322,ALIBAG,3501,DK KULAT,NET DISCO,22,1143,56,1086,23.88,22454
2025-06-27,MH01CV1053,KASARA,3502,IMRAN SEA FOOD,BOMBIL MUNDI,LOOSE,4796,339,5297,23.01,133331
2024-09-14,MH01CV1431,DHULAI,3503,KETAN FISHERIES,NET MIX FISH,106,4784,124,5132,23.66,130824
2025-01-13,MH47AS8678,VASHI,3504,HEMANT KOLI,VAKTI,1,114,8,101,18.73,2502
2024-06-28,MH43CL9310,KASARA,3505,NAGESHWAR FISHERIES,NET FISH,82,5563,486,4936,24.65,117910
2024-06-26,MH43CM6444,KASARA,3506,NAGESHWAR FISHERIES,TARLI MIX,138,5659,403,5750,2.08,12202
2025-04-23,MH42BP8377,BIGVAN,3507,SADGURU SEA FOODS,TENGADA,107,4151,450,2828,16.18,70520
2025-03-09,MH43CL9310,KASARA,3508,VARAD VINAYAK,PRAWN HEAD AND SHEL,LOOSE,1466,127,1102,1.96,2320
2025-09-02,DD01G9748,ALIBAG,3509,SADGURU SEA FOODS,TAINY MIX,8,367,50,396,17.34,5138
2025-03-04,MH17BD0661,VASAI,3510,DATTA GHULE,TENGADA,140,2769,392,2343,1.87,4764
2024-06-05,MH01DR4354,TALOJA,3511,VARAD VINAYAK,PRAWN HEAD AND SHEL,0,3444,317,3256,2.08,4999
2025-04-22,MH05DK6520,MADH,3512,NAGESHWAR FISHERIES,NET MIX FISH,248,11987,380,8607,24.75,303683
2024-09-15,MH43CA6444,KASARA,3513,JANVI SEA FOODS,MANDELI MIX,4,247,9,168,22.78,4820
2024-08-05,MH48AY5649,VASAI,3514,JAI BALA JI,PRAWN HEAD AND SHEL,169,7193,1161,5608,1.99,8677
2025-09-12,MH01EE9329,KASARA,3515,NAGESHWAR FISHERIES,PRAWN HEAD AND SHEL,26,1417,143,992,1.93,1969
2025-03-10,MH43CA6444,ALIBAG,3516,IMRAN SEA FOOD,BANGDA,161,9905,567,9212,19.51,121933
2025-12-17,MH04FU2482,MADH,3517,VARAD VINAYAK,MIX FISH,0,9250,971,9373,2.15,17543
2025-04-16,MH43BP4644,ALIBAG,3518,SADGURU SEA FOODS,MIX FISH,20,918,103,664,18.72,14212
2025-09-15,MH46BB9585,ALIBAG,3519,HEMANT KOLI,SMALL CHILAPI,172,8770,849,11376,25.31,262337
2025-03-09,MH43CA6444,KASARA,3520,NAGESHWAR FISHERIES,NET HEKARU,90,3984,238,3460,25.76,112682
2025-12-08,MH46CL9310,TALOJA,3521,DATTA GHULE,BOMBIL MUNDI,20,733,39,837,2.86,2822
2025-02-19,DD01G9748,VASAI,3522,SADGURU SEA FOODS,TAINY MIX,9,345,29,373,10.82,4207
2025-04-23,DD01G9519,ALIBAG,3523,JAY BALA JI,NET HEKARU,87,4177,350,4659,17.19,75581
2025-06-14,MH01EE9329,KASARA,3524,NAGESHWAR FISHERIES,MUNDI,11,468,40,402,8.41,3946
2025-01-20,DD01G9519,ALIBAG,3525,SADGURU SEA FOODS,NET HEKARU,5,261,21,279,14.11,4741
2024-10-24,MH46BB2928,VASHI,3526,SADGURU SEA FOODS,DOMA TARLI,15,594,67,631,17.89,11463
2024-08-06,MH46CL9310,TALOJA,3527,VARAD VINAYAK,PRAWN HEAD AND SHEL,0,3325,307,2880,1.99,5976
2024-04-13,MH42BP8377,UTTAN,3528,JANVI SEA FOODS,MIX FISH,48,1928,151,1821,15.89,34266
2025-02-14,MH43BP1008,VASAI,3529,AYAZ SEA FOOD,HEKARU,LOOSE,5307,245,6597,25.73,118677
2025-04-11,DD01G9519,COLABA,3530,SADGURU SEA FOODS,TARLI MIX,7,174,10,159,16.87,2263
2024-07-21,MH43BP4644,KASARA,3531,NAGESHWAR FISHERIES,MIX FISH,LOOSE,406,50,440,14.47,6549
2024-07-01,MH43CM6444,DHULAI,3532,NAGESHWAR FISHERIES,NET FISH,97,6289,250,6504,24.44,140189
2025-06-27,MH01EE9329,VASHI,3533,NAGESHWAR FISHERIES,MIX FISH,70,2505,200,2831,16.32,38336
2025-01-14,DD01G9519,ALIBAG,3534,DATTA GHULE,TARLI MIX,9,142,13,120,17.51,2107
2025-10-11,MH43CM6444,KASARA,3535,AYAZ SEA FOOD,MIX FISH,40,2360,141,2897,13.75,40911
2025-01-14,MH43CM6444,KASARA,3536,SADGURU SEA FOODS,DAMAGE MIX FISH,24,1376,111,1348,22.97,36760
2024-02-26,MH01DR4354,KASARA,3537,IMRAN SEA FOOD,NET MIX FISH,170,8254,716,7814,23.82,163826
2024-10-28,MH01CV1431,DHULAI,3538,JAI BALA JI,MANDELI MIX FISH,85,4557,135,6045,27.49,126178
2024-09-23,MH43CK6444,KASARA,3539,NAGESHWAR FISHERIES,PRAWN HEAD AND SHEL,10,602,30,499,1.95,1087
2025-02-02,MH46BB9585,ALIBAG,3540,JANVI SEA FOODS,MANDELI MIX FISH,47,1991,230,2622,24.35,53455
2025-01-20,MH04FU2482,TALOJA,3541,VARAD VINAYAK,PRAWN HEAD AND SHEL,0,10766,933,7052,1.83,20656
2024-06-14,DD01G9748,UTTAN,3542,SADGURU SEA FOODS,DOMA MIX FISH,59,3642,308,3011,18.33,43511
2024-07-01,DD01G9519,ALIBAG,3543,SADGURU SEA FOODS,DOMA MIX FISH DAMAGE,6,237,23,315,15.18,3979
2024-02-11,MH43CA6444,KASARA,3544,RAMAKANT AKHADE,MUNDI,2,119,6,133,7.67,988
2025-02-11,MH46BB2928,MADH,3545,JAI BALA JI,MANDELI MIX,8,363,35,327,14.53,5484
2024-12-20,MH43CA6444,KASARA,3546,KETAN FISHERIES,MANDELI MUNDI MIX,5,378,13,358,21.86,6123
2025-11-20,MH01CV8383,ALIBAG,3547,JANVI SEA FOODS,RIBBAN,57,2056,53,2270,13,30702
2025-02-17,MH46CL9310,TALOJA,3548,AYAZ SEA FOOD,CHILAPI,9,330,28,437,16.72,4778
2024-01-18,MH43CM6444,KASARA,3549,NAGESHWAR FISHERIES,TENGADA,26,1338,113,1503,24.07,30562
2024-07-27,MH46BM0698,VASHI,3550,RAMAKANT AKHADE,TENGADA,17,1091,100,1023,11.49,11590
2024-10-02,MH04FU2482,TALOJA,3551,VARAD VINAYAK,PRAWN HEAD AND SHEL,0,9271,954,8282,2,15664
2024-08-22,MH17BD0661,UTTAN,3552,DATTA GHULE,PRAWN HEAD AND SHEL,LOOSE,2887,433,2686,2.02,5806
2024-03-14,MH46BB9585,COLABA,3553,JANVI SEA FOODS,PRAWN HEAD AND SHEL,164,7933,530,9373,17.91,138758
2024-05-22,MH46AF8868,DHULAI,3554,IMRAN SEA FOOD,MANDELI MIX FISH,28,1274,102,1517,23.12,28632
2024-03-01,MH46CL9310,TALOJA,3555,VARAD VINAYAK,PRAWN HEAD AND SHEL,0,4089,329,3423,2.09,7752
2025-10-11,MH43CM6444,TALOJA,3556,VARAD VINAYAK,PEDWA,0,4033,364,3191,1.94,8112
2024-11-24,MH46BM0698,ALIBAG,3557,DATTA GHULE,DAMAGE MIX FISH,50,3704,225,2634,16.78,60554
2024-12-11,MH43CA6444,ALIBAG,3558,NAGESHWAR FISHERIES,NET DISCO,65,3106,216,3025,24.47,70737
2024-12-01,MH46BU1946,ALIBAG,3559,SADGURU SEA FOODS,DOMA MIX FISH,56,2773,377,2258,20.09,40644
2024-05-19,MH46CL9310,BIGVAN,3560,VARAD VINAYAK,TAINY MIX,15,292,38,374,8.75,2918
2025-01-18,MH48AG2108,VASAI,3561,JAY BALA JI,PRAWN HEAD AND SHEL,191,6156,1019,6392,1.97,10972
2024-10-16,MH43CM6444,KASARA,3562,NAGESHWAR FISHERIES,NET MIX FISH,238,11104,410,9592,23.6,269535
2024-03-20,MH01EE9329,KASARA,3563,HEMANT KOLI,MIX FISH,10,460,65,367,15.84,7422
2025-10-18,MH16B0576,TALOJA,3564,VARAD VINAYAK,NET FISH,0,1744,200,1505,1.85,3110
2025-12-23,MH43BP4464,DHULAI,3565,DK KULAT,NET DISCO BANGD MIX,LOOSE,8837,639,9472,25.81,200853
2025-02-12,MH43BP4644,KASARA,3566,DK KULAT,MIX FISH,LOOSE,3617,239,2861,19.69,71265
2024-03-20,MH46CL9310,TALOJA,3567,VARAD VINAYAK,BANGDA CHILAPI MIX,21,632,49,414,17.15,8119
2024-03-22,MH46BB9585,ALIBAG,3568,JANVI SEA FOODS,DAMAGE MIX FISH,43,3189,231,2895,19.73,62572
2025-06-13,MH47AS9028,VASHI,3569,JANVI SEA FOODS,CHILAPI,163,9952,951,8400,18.06,148192
2024-04-11,MH42AR7313,BIGVAN,3570,SADGURU SEA FOODS,CHILAPI,32,2117,252,1723,16.14,27912
2024-09-13,MH46BB9585,ALIBAG,3571,MADAN SEA FOODS,MIX FISH,LOOSE,6518,520,5066,18.66,94704
2024-01-04,MH46BM0698,TALOJA,3572,SADGURU SEA FOODS,TENGADA,26,1301,214,1040,15.24,16653
2024-07-28,MH46BB9585,BIGVAN,3573,NAGESHWAR FISHERIES,DOMA MIX FISH DAMAGE,43,3209,264,3407,17.25,50855
2025-12-25,MH46BF8046,KASARA,3574,DK KULAT,RIBBAN,210,11832,454,8699,16.41,146122
2025-08-08,MH46BB2928,BIGVAN,3575,SADGURU SEA FOODS,CHILAPI,167,9401,1717,6590,13.87,117928
2025-05-23,MH46BB2928,TALOJA,3576,SADGURU SEA FOODS,PRAWN HEAD AND SHEL,34,1521,65,1056,1.84,2279
2024-08-24,MH46CL9310,TALOJA,3577,VARAD VINAYAK,CHILAPI,0,3862,280,3193,2.01,6623
2024-06-17,MH46B2928,MADH,3578,SADGURU SEA FOODS,RIBBAN,4,258,18,258,17.46,4329
2025-06-26,MH01DR4354,KASARA,3579,NAGESHWAR FISHERIES,MIX FISH,51,2933,153,3249,15.58,38865
2024-09-19,MH46CL9310,TALOJA,3580,NAGESHWAR FISHERIES,CHILAPI,11,356,27,362,16.63,5582
2025-02-26,MH17BD0661,ALIBAG,3581,SADGURU SEA FOODS,DOMA MIX FISH DAMAGE,4,256,23,275,13.89,4793
2025-10-24,MH04FU2882,TALOJA,3582,VARAD VINAYAK,CHILAPI,18,1625,72,1539,16.02,26183
2024-04-04,DD01G9519,ALIBAG,3583,SADGURU SEA FOODS,TAINY MIX,LOOSE,166,10,160,19.24,2222
2025-06-05,MH43BP4644,KASARA,3584,DK KULAT,MIX FISH,31,1472,84,1266,20.55,36233
2024-11-14,MH16B0576,TALOJA,3585,VARAD VINAYAK,DOMA MIX FISH DAMAGE,0,1644,159,1229,1.95,2712
2025-12-08,DD01G9748,VASAI,3586,SADGURU SEA FOODS,TENGADA,6,275,26,235,10.89,2916
2024-09-07,MH43CA6444,BIGVAN,3587,MG SEA FOODS,PRAWN HEAD AND SHEL,5,177,13,128,1.84,289
2025-09-11,MH05DK6520,TALOJA,3588,VARAD VINAYAK,PRAWN HEAD AND SHEL,0,3529,344,3325,2.11,7091
2025-04-26,MH01DR4354,VASAI,3589,VARAD VINAYAK,BANGDA,13,424,29,369,19.08,9670
2024-07-09,DD01G9748,ALIBAG,3590,JANVI SEA FOODS,NET MIX FISH,40,2188,241,2707,19.51,36078
2024-05-18,MH48AG2108,VASAI,3591,RAMAKANT AKHADE,MUNDI,180,7102,910,5796,1.83,11941
2024-11-08,MH46CL9310,TALOJA,3592,VARAD VINAYAK,NET DISCO BANGD MIX,25,502,67,538,18.02,10191
2024-10-09,MH46CL9768,ALIBAG,3593,VARAD VINAYAK,NET DISCO,12,531,33,439,17.88,6940
2024-12-06,MH46BB9585,ALIBAG,3594,JANVI SEA FOODS,VAKTI,LOOSE,3803,387,3786,17.26,78295
2024-04-08,MH46BB2928,VASHI,3595,NAGESHWAR FISHERIES,MANDELI MUNDI MIX,154,7920,952,7790,17.56,119332
2024-10-11,MH43CK6444,VASHI,3596,JANVI SEA FOODS,MIX FISH,13,743,33,710,24.64,15015
2025-09-12,DD01G9519,ALIBAG,3597,SADGURU SEA FOODS,TAINY MIX,29,1584,117,1132,19.12,28961
2024-10-04,MH42AR7313,ALIBAG,3598,MADAN SEA FOODS,BOMBIL,1,75,11,85,13.81,1132
2024-12-28,MH42BP8377,TALOJA,3599,DK KULAT,NET DISCO,81,3521,219,3355,21.76,66377
2024-11-07,MH46BB2928,BIGVAN,3600,MADAN SEA FOODS,SMALL TENGADA,15,617,79,607,18.06,12060
2024-06-06,MH46CL9310,UTTAN,3601,VARAD VINAYAK,BANGDA,11,555,34,400,16.5,8595
2024-04-10,MH43BP4644,BIGVAN,3602,DK KULAT,MIX FISH,25,1444,89,1688,19.3,28227
2025-08-11,DD01G9748,TALOJA,3603,SADGURU SEA FOODS,MANDELI MIX,7,285,22,244,11.08,2462
2024-03-24,MH46BM0698,BIGVAN,3604,SADGURU SEA FOODS,CHILAPI,LOOSE,184,28,127,14.74,2008
2025-10-21,MH46BB9585,ALIBAG,3605,JANVI SEA FOODS,NET BANGDI,34,2043,121,1645,27.5,48561
2025-02-25,MH43CA6444,KASARA,3606,NAGESHWAR FISHERIES,DAMAGE MIX FISH,205,8973,403,6374,27.4,222238
2024-12-13,MH43CA6444,KASARA,3607,SANTOSH SEA FOODS,MUNDI,2,127,7,148,7.37,1130
2024-09-26,MH17BD0661,VASAI,3608,DATTA GHULE,PRAWN HEAD AND SHEL,LOOSE,2673,401,2693,2.19,5838
2024-11-20,MH48AG2108,VASAI,3609,JAY BALA JI,PRAWN HEAD AND SHEL,LOOSE,6975,1095,5285,2.02,12518
2025-04-24,MH46BM0698,BIGVAN,3610,SADGURU SEA FOODS,NET BANGDI,4,213,21,153,12.48,2150
2024-07-23,MH46CL9310,TALOJA,3611,IMRAN SEA FOOD,PRAWN HEAD AND SHEL,24,1157,72,1206,1.83,2269
2025-07-02,MH01CV1053,KASARA,3612,MADAN SEA FOODS,NET MIX FISH,34,1222,96,1273,24.51,34250
2024-09-03,MH43CA6444,TALOJA,3613,NAGESHWAR FISHERIES,NET DISCO,61,2947,170,3262,24.42,86437
2024-04-07,MH01CV8383,BIGVAN,3614,JANVI SEA FOODS,TAINY MIX,55,2368,52,2292,12.67,30703
2024-12-24,MH43CA6444,KASARA,3615,DATTA GHULE,BANGDA CHILAPI MIX,11,507,29,466,2,773
2025-12-28,MH46BU1946,TALOJA,3616,VARAD VINAYAK,NET MIX FISH,30,614,139,604,2.02,994
2025-08-12,DD01G9748,ALIBAG,3617,SADGURU SEA FOODS,DOMA MIX FISH,63,3644,399,2334,16.67,55020
2025-09-01,MH46CL9310,TALOJA,3618,IMRAN SEA FOOD,CHILAPI,57,2344,144,2371,19.17,31386
2025-06-15,MH46CL9768,KASARA,3619,MG SEA FOODS,MIX FISH,190,8283,296,11147,16.45,120668
2025-03-12,MH46CL9310,TALOJA,3620,VARAD VINAYAK,PRAWN HEAD AND SHEL,0,2326,219,1956,2.15,3873
2025-02-01,MH46BU1946,KASARA,3621,MADAN SEA FOODS,TAINY MIX,0,1409,110,1065,2.17,2617
2024-04-16,MH43CA6444,KASARA,3622,NAGESHWAR FISHERIES,NET HEKARU,91,4973,289,3328,25.32,96255
2025-07-25,MH46CL9310,UTTAN,3623,VARAD VINAYAK,BANGDA,67,2268,201,2227,19.03,44543
2025-03-03,MH47AS8678,KASARA,3624,NAGESHWAR FISHERIES,PRAWN HEAD AND SHEL,5,192,17,137,1.92,261
2025-07-05,MH43CA6444,KASARA,3625,MG SEA FOODS,NET MIX FISH,186,10387,579,10168,14.25,148143
2024-09-13,MH46BB2928,BIGVAN,3626,JAY BALA JI,RIBBAN,177,5887,811,6127,14.59,91191
2025-05-17,MH46CL9768,TALOJA,3627,KETAN FISHERIES,PRAWN HEAD AND SHEL,0,10239,873,6776,2.01,17985
2025-01-06,MH43AS9253,ALIBAG,3628,JANVI SEA FOODS,MANDELI MIX,59,2682,45,1997,12.28,27999
2025-08-20,MH04FU2882,BIGVAN,3629,SADGURU SEA FOODS,MANDELI TINY MIX,188,7506,768,8665,17.19,136171
2025-12-12,MH43CA6444,KASARA,3630,NAGESHWAR FISHERIES,MANDELI MUNDI MIX,8,429,14,410,21.45,8758
2024-06-26,MH46CL9310,VASAI,3631,VARAD VINAYAK,DOMA,25,1116,69,1175,1.9,2124
2024-08-22,MH16B0576,TALOJA,3632,VARAD VINAYAK,PRAWN HEAD AND SHEL,42,1355,326,1033,1.81,1697
2025-10-09,MH16B0576,TALOJA,3633,AYAZ SEA FOOD,MANDELI MIX FISH,0,1392,189,1339,1.85,3321
2025-08-08,MH46BM1322,VASHI,3634,SADGURU SEA FOODS,TAINY MIX,LOOSE,411,5,357,12.28,5649
2025-03-22,MH46BM0698,TALOJA,3635,RAMAKANT AKHADE,PRAWN HEAD AND SHEL,0,1804,207,2043,1.95,3327
2025-09-07,MH46AF8868,DHULAI,3636,IMRAN SEA FOOD,MANDELI MIX FISH,32,1697,124,1615,23.69,26580
2024-05-04,MH01CV1053,ALIBAG,3637,SADGURU SEA FOODS,TARLI,0,41,4,35,21.87,725
2024-05-04,MH42BP8377,ALIBAG,3638,VARAD VINAYAK,PRAWN HEAD AND SHEL,0,1264,175,1086,2.16,2429
2024-04-25,MH43CK6444,KASARA,3639,JANVI SEA FOODS,MANDELI MIX,45,2109,49,1868,13.1,30840
2024-04-08,MH46BM1322,VASAI,3640,MADAN SEA FOODS,CHILAPI,232,7927,1737,7421,13.22,101859
2025-06-08,MH16B0576,TALOJA,3641,VARAD VINAYAK,DAMAGE MIX FISH,0,3881,314,3575,1.95,8246
2024-01-28,MH01CV8383,UTTAN,3642,JANVI SEA FOODS,MIX FISH,44,1956,165,2433,13.59,36995
2025-10-07,MH46CL9310,TALOJA,3643,VARAD VINAYAK,CHILAPI,LOOSE,42,2,45,16.64,797
2024-07-12,MH43CM6444,KASARA,3644,NAGESHWAR FISHERIES,DOMA TARLI,27,1756,111,1512,23.86,27229
2025-05-11,MH46BB9585,DHULAI,3645,IMRAN SEA FOOD,NET FISH,189,9419,834,9598,24.04,219038
2025-09-07,MH46CL9310,BIGVAN,3646,VARAD VINAYAK,MUNDI,14,339,40,363,7.25,2228
2024-07-11,DD01G9748,ALIBAG,3647,SADGURU SEA FOODS,CHILAPI,20,1056,134,788,15.68,12106
2025-12-05,MH01EE9329,KASARA,3648,DATTA GHULE,MIX FISH,63,2605,192,2515,15.15,45322
2025-09-15,MH46BB9585,ALIBAG,3649,HEMANT KOLI,HEKARU,85,5246,400,4065,25.79,102828
2025-01-24,MH43CL9310,TALOJA,3650,VARAD VINAYAK,BANGDA,54,1501,69,1675,1.85,3736
2025-06-17,MH43CA6444,VASHI,3651,NAGESHWAR FISHERIES,NET MIX FISH,143,8765,389,6923,23.14,214348
2024-10-22,MH46BB2928,VASHI,3652,IMRAN SEA FOOD,CHILAPI,181,10164,868,9234,15.44,113498
2024-04-01,MH46CL9310,TALOJA,3653,MADAN SEA FOODS,MUNDI,15,340,38,370,8.38,2206
2025-02-14,MH43CM6444,ALIBAG,3654,DK KULAT,MIX FISH,58,3074,180,2801,14.99,44194
2024-12-04,MH04FU2482,COLABA,3655,NAGESHWAR FISHERIES,NET MIX FISH,38,1308,80,1674,24,34975
2024-09-20,MH46CL9310,TALOJA,3656,VARAD VINAYAK,MANDELI,0,3074,311,2698,2.03,7614
2025-07-13,MH46CL9768,KASARA,3657,MG SEA FOODS,MANDELI MIX,181,8513,337,9387,15.09,128501
2025-02-06,MH43CL9310,TALOJA,3658,DATTA GHULE,TARLI,0,3786,307,2712,2.2,6593
2025-09-23,MH01EE9329,KASARA,3659,NAGESHWAR FISHERIES,PRAWN HEAD AND SHEL,20,762,62,825,1.85,1647
2024-08-06,MH43CA6444,KASARA,3660,NAGESHWAR FISHERIES,MIX FISH,46,2406,167,2326,16.29,29778
2025-02-16,MH46CL9310,KASARA,3661,JAY BALA JI,NET MIX FISH,170,8069,491,7390,27.02,236559
2025-08-09,MH01CV8383,KASARA,3662,MADAN SEA FOODS,MANDELI MUNDI MIX,8,342,16,391,21.94,6434
2024-12-15,MH46BB2928,VASHI,3663,SADGURU SEA FOODS,MANDELI MUNDI MIX,LOOSE,7657,1206,6685,15.9,109372
2024-11-03,MH47AS8678,UTTAN,3664,HEMANT KOLI,VAKTI,2,91,6,101,21.94,1749
2024-11-06,MH43AS9253,TALOJA,3665,VARAD VINAYAK,PRAWN HEAD AND SHEL,0,3654,319,3317,1.94,6095
2025-05-18,MH46B2928,MADH,3666,SADGURU SEA FOODS,MIX FISH,LOOSE,7099,582,7954,19.11,174173
2025-07-09,MH46CL9768,VASAI,3667,VARAD VINAYAK,PRAWN HEAD AND SHEL,0,1377,179,1316,2.03,3169
2024-03-01,MH46BB2928,BIGVAN,3668,SADGURU SEA FOODS,CHILAPI,177,7982,724,7485,13.17,103619
2025-03-11,MH46CL9310,TALOJA,3669,DK KULAT,PRAWN HEAD AND SHEL,0,2924,314,2578,1.9,6581
2025-07-09,MH46BB2928,TALOJA,3670,VARAD VINAYAK,TENGADA,LOOSE,1988,243,1880,2.01,3338
2025-06-22,MH46CL9310,ALIBAG,3671,VARAD VINAYAK,PRAWN HEAD AND SHEL,0,4115,319,3529,1.89,7102
2024-04-12,MH43CA6444,BIGVAN,3672,NAGESHWAR FISHERIES,NET BANGDI,3,142,8,120,7.3,1051
2024-05-04,MH42BF8446,VASAI,3673,DK KULAT,CHILAPI,87,4470,195,2974,12.28,43580
2024-06-27,MH47AS9028,VASAI,3674,KETAN FISHERIES,BANGDA,LOOSE,4059,228,4735,23.36,95947
2024-11-07,MH46BB9585,UTTAN,3675,JANVI SEA FOODS,MIX FISH,116,5458,576,5153,19.54,82610
2025-03-14,MH01CV8383,ALIBAG,3676,JANVI SEA FOODS,MANDELI MIX,53,1881,51,2404,11.29,26738
2025-03-23,MH43CK6444,MADH,3677,SADGURU SEA FOODS,PRAWN HEAD AND SHEL,135,6597,436,6531,1.99,11064
2025-11-08,MH47AS9028,KASARA,3678,SANTOSH SEA FOODS,DOMA,36,2225,229,2538,15.9,33238
2024-03-18,MH01EE9329,BIGVAN,3679,SADGURU SEA FOODS,CHILAPI,150,7358,636,7739,13.54,104727
2025-02-07,MH43CA6444,TALOJA,3680,NAGESHWAR FISHERIES,NET DISCO,80,3212,166,2901,23.76,63838
